material,orderlimit,Var_qty,bo_qty,diff
SUN44,27,14.390139659125673,123.58045977011494,109.19032011098926
SUN45V1,3,38.11919644396991,106.37990543735225,68.26070899338234
SUN45V1,6,1.943452445665912,106.37990543735225,104.43645299168634
SUN45V1,9,0.0,106.37990543735225,106.37990543735225
SUN45V1,12,0.0,106.37990543735225,106.37990543735225
SUN45V1,15,0.0,106.37990543735225,106.37990543735225
SUN45V1,18,0.0,106.37990543735225,106.37990543735225
SUN45V1,21,0.0,106.37990543735225,106.37990543735225
SUN45V1,24,0.0,106.37990543735225,106.37990543735225
SUN45V1,27,0.0,106.37990543735225,106.37990543735225
SUN49,3,185.42183131762744,100.10260869565218,85.31922262197526
SUN49,6,98.67232167265867,100.10260869565218,1.430287022993511
SUN49,9,81.0174104979948,100.10260869565218,19.085198197657377
SUN49,12,69.02027335452479,100.10260869565218,31.08233534112739
SUN49,15,59.88629227851854,100.10260869565218,40.21631641713364
SUN49,18,51.53933802079398,100.10260869565218,48.5632706748582
SUN49,21,43.84687543765494,100.10260869565218,56.25573325799724
SUN49,24,36.71470639685623,100.10260869565218,63.38790229879595
SUN49,27,31.691280908621856,100.10260869565218,68.41132778703033
SUN55V1,3,42.687832679810924,217.67362500000002,174.9857923201891
SUN55V1,6,3.886904891331824,217.67362500000002,213.7867201086682
SUN55V1,9,0.0,217.67362500000002,217.67362500000002
SUN55V1,12,0.0,217.67362500000002,217.67362500000002
SUN55V1,15,0.0,217.67362500000002,217.67362500000002
SUN55V1,18,0.0,217.67362500000002,217.67362500000002
SUN55V1,21,0.0,217.67362500000002,217.67362500000002
SUN55V1,24,0.0,217.67362500000002,217.67362500000002
SUN55V1,27,0.0,217.67362500000002,217.67362500000002
SUN56,3,182.12744218918033,90.56695454545456,91.56048764372576
SUN56,6,109.38373604354317,90.56695454545456,18.816781498088602
SUN56,9,86.8963231219729,90.56695454545456,3.670631423481666
SUN56,12,70.85735319842811,90.56695454545456,19.70960134702645
SUN56,15,59.88629227851854,90.56695454545456,30.680662266936025
SUN56,18,51.53933802079398,90.56695454545456,39.02761652466059
SUN56,21,43.84687543765494,90.56695454545456,46.72007910779963
SUN56,24,36.71470639685623,90.56695454545456,53.852248148598335
SUN56,27,31.691280908621856,90.56695454545456,58.87567363683271
SUN57,3,141.4346555739496,114.65490196078433,26.779753613165283
SUN57,6,80.74254304722679,114.65490196078433,33.91235891355754
SUN57,9,58.292385222849234,114.65490196078433,56.362516737935096
SUN57,12,41.93452588632468,114.65490196078433,72.72037607445965
SUN57,15,28.140058528630924,114.65490196078433,86.51484343215341
SUN57,18,18.04755787159277,114.65490196078433,96.60734408919156
SUN57,21,10.012347845829733,114.65490196078433,104.64255411495459
SUN57,24,4.332389149055999,114.65490196078433,110.32251281172833
SUN57,27,2.3800558987672957,114.65490196078433,112.27484606201703
TCS04D1,6,1557.7752093658005,433.3333333333333,1124.4418760324672
TCS04D1,12,67.1011204162578,433.3333333333333,366.2322129170755
TCS04D1,18,30.008821928404814,433.3333333333333,403.3245114049285
TCS04D1,24,0.0,433.3333333333333,433.3333333333333
TCS04D1,30,0.0,433.3333333333333,433.3333333333333
TCS04D1,36,0.0,433.3333333333333,433.3333333333333
TCS04D1,42,0.0,433.3333333333333,433.3333333333333
TCS04D1,48,0.0,433.3333333333333,433.3333333333333
TCS04D1,54,0.0,433.3333333333333,433.3333333333333
TCS11,6,14437.831983156026,824.8166666666666,13613.01531648936
TCS11,12,3155.6537524851624,824.8166666666666,2330.837085818496
TCS11,18,1991.6420151089437,824.8166666666666,1166.8253484422771
TCS11,24,1181.246266388574,824.8166666666666,356.4295997219074
TCS11,30,887.403156790461,824.8166666666666,62.58649012379442
TCS11,36,647.6121304651358,824.8166666666666,177.2045362015308
TCS11,42,507.900440477231,824.8166666666666,316.91622618943563
TCS11,48,379.3946213361329,824.8166666666666,445.4220453305337
TCS11,54,289.8259094584801,824.8166666666666,534.9907572081866
TCSL01D,6,19733.714670187775,1605.6416666666667,18128.07300352111
TCSL01D,12,13731.979625221697,1605.6416666666667,12126.33795855503
TCSL01D,18,11358.406854934512,1605.6416666666667,9752.765188267846
TCSL01D,24,9600.030801398536,1605.6416666666667,7994.3891347318695
TCSL01D,30,8581.0744731624,1605.6416666666667,6975.4328064957335
TCSL01D,36,7683.331217894915,1605.6416666666667,6077.689551228249
TCSL01D,42,7097.874702490462,1605.6416666666667,5492.233035823796
TCSL01D,48,6556.577392027068,1605.6416666666667,4950.935725360401
TCSL01D,54,6115.603990578821,1605.6416666666667,4509.962323912155
UV01,1,3732.308651195962,321.45098039215685,3410.857670803805
UV01,2,2002.9638840939247,321.45098039215685,1681.5129037017678
UV01,3,1363.5172283091947,321.45098039215685,1042.0662479170378
UV01,4,1074.1021536222452,321.45098039215685,752.6511732300883
UV01,5,896.5405060765074,321.45098039215685,575.0895256843505
UV01,6,742.0668023592448,321.45098039215685,420.6158219670879
UV01,7,671.2661774181813,321.45098039215685,349.81519702602446
UV01,8,605.9197491062837,321.45098039215685,284.46876871412684
UV01,9,547.5169249924988,321.45098039215685,226.065944600342
WE02,6,0.0,338.321683006536,338.321683006536
WE02,12,0.0,338.321683006536,338.321683006536
WE02,18,0.0,338.321683006536,338.321683006536
WE02,24,0.0,338.321683006536,338.321683006536
WE02,30,0.0,338.321683006536,338.321683006536
WE02,36,0.0,338.321683006536,338.321683006536
WE02,42,0.0,338.321683006536,338.321683006536
WE02,48,0.0,338.321683006536,338.321683006536
WE02,54,0.0,338.321683006536,338.321683006536
WE03,6,142.58988088454782,318.91020202020206,176.32032113565424
WE03,12,0.0,318.91020202020206,318.91020202020206
WE03,18,0.0,318.91020202020206,318.91020202020206
WE03,24,0.0,318.91020202020206,318.91020202020206
WE03,30,0.0,318.91020202020206,318.91020202020206
WE03,36,0.0,318.91020202020206,318.91020202020206
WE03,42,0.0,318.91020202020206,318.91020202020206
WE03,48,0.0,318.91020202020206,318.91020202020206
WE03,54,0.0,318.91020202020206,318.91020202020206
WE04,6,0.0,272.26478758169935,272.26478758169935
WE04,12,0.0,272.26478758169935,272.26478758169935
WE04,18,0.0,272.26478758169935,272.26478758169935
WE04,24,0.0,272.26478758169935,272.26478758169935
WE04,30,0.0,272.26478758169935,272.26478758169935
WE04,36,0.0,272.26478758169935,272.26478758169935
WE04,42,0.0,272.26478758169935,272.26478758169935
WE04,48,0.0,272.26478758169935,272.26478758169935
WE04,54,0.0,272.26478758169935,272.26478758169935
WE05,6,0.0,234.30185567010312,234.30185567010312
WE05,12,0.0,234.30185567010312,234.30185567010312
WE05,18,0.0,234.30185567010312,234.30185567010312
WE05,24,0.0,234.30185567010312,234.30185567010312
WE05,30,0.0,234.30185567010312,234.30185567010312
WE05,36,0.0,234.30185567010312,234.30185567010312
WE05,42,0.0,234.30185567010312,234.30185567010312
WE05,48,0.0,234.30185567010312,234.30185567010312
WE05,54,0.0,234.30185567010312,234.30185567010312
WE06,6,0.0,295.490625,295.490625
WE06,12,0.0,295.490625,295.490625
WE06,18,0.0,295.490625,295.490625
WE06,24,0.0,295.490625,295.490625
WE06,30,0.0,295.490625,295.490625
WE06,36,0.0,295.490625,295.490625
WE06,42,0.0,295.490625,295.490625
WE06,48,0.0,295.490625,295.490625
WE06,54,0.0,295.490625,295.490625
WE07,6,0.0,226.9962673611111,226.9962673611111
WE07,12,0.0,226.9962673611111,226.9962673611111
WE07,18,0.0,226.9962673611111,226.9962673611111
WE07,24,0.0,226.9962673611111,226.9962673611111
WE07,30,0.0,226.9962673611111,226.9962673611111
WE07,36,0.0,226.9962673611111,226.9962673611111
WE07,42,0.0,226.9962673611111,226.9962673611111
WE07,48,0.0,226.9962673611111,226.9962673611111
WE07,54,0.0,226.9962673611111,226.9962673611111
WE08,6,188.81112649774647,272.26478758169935,83.45366108395288
